Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,EVEBITDA,Debt to equity,Return on equity,Interest Coverage Ratio,Pledged percentage,Sales growth 3Years,Profit growth 3Years,Average return on equity 3Years,Cash from operations last year,Operating cash flow 3years,Average return on capital employed 3Years,OPM,Sales growth,Capital work in progress
Agarwal Toughene,,AGARWALTUF,INE0P8X01016,Industrial Products,Glass - Industrial,164.55,14.72,318.02,0.00,9.34,-12.14,49.04,48.52,22.97,10.00,0.21,20.57,26.58,0.00,33.44,181.34,26.32,-8.50,-15.32,27.42,29.56,71.61,13.43
AGI Greenpac,500187,AGI,INE415A01038,Industrial Products,Packaging,803.35,14.12,5197.46,0.87,99.58,12.08,785.27,14.19,19.54,7.66,0.10,15.75,12.85,0.00,5.32,10.70,15.51,572.03,1588.97,19.06,22.74,4.26,195.25
Ahimsa Industrie,,AHIMSA,INE136T01014,Industrial Products,Plastic Products - Industrial,25.75,,14.10,0.00,-0.27,90.39,0.00,-100.00,-5.87,-30.28,0.00,-6.00,,0.00,-86.48,1.27,-15.91,-0.12,-0.52,-12.99,-920.00,-99.48,0.00
Ahm. Steelcraft,522273,,INE868C01018,Industrial Products,Iron & Steel Products,169.40,15.24,255.66,0.00,1.50,-55.36,38.72,-9.28,22.23,11.25,0.03,16.80,112.40,0.00,364.35,213.04,12.98,-21.79,-99.24,8.52,10.59,1.29,0.00
AIA Engineering,532683,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,3919.40,28.83,36575.99,0.41,300.99,-1.28,1168.02,12.42,21.12,20.80,0.00,16.99,54.92,0.00,-3.44,6.64,16.93,591.50,2656.53,20.99,27.65,5.63,15.89
Aik Pipes & Poly,544072,,INE0QFT01015,Industrial Products,Plastic Products - Industrial,27.00,190.89,17.18,0.00,0.83,1085.71,7.56,-18.09,2.94,18.53,0.34,0.39,1.53,0.00,-32.32,-63.36,8.10,-0.94,-5.74,11.76,9.84,-62.35,0.00
Aimtron,,AIMTRON,INE0RUV01018,Industrial Manufacturing,Industrial Products,1890.25,87.48,4021.41,0.00,25.69,77.79,178.58,75.94,28.15,58.67,0.24,23.60,34.84,0.00,,,24.36,-39.96,-51.94,28.65,20.41,89.21,0.15
Airfloa Rail,544516,,INE0XBS01012,Industrial Manufacturing,Industrial Products,563.55,34.50,1350.83,0.00,27.07,68.77,229.06,113.54,25.87,21.72,0.29,22.68,7.14,0.00,49.75,197.29,25.97,-57.45,-58.42,29.01,20.11,66.12,1.81
Ajax Engineering,544356,AJAXENGG,INE274Y01021,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,607.75,30.21,6953.35,0.00,55.60,5.14,474.60,1.73,23.87,21.32,0.00,17.85,751.44,0.00,22.24,18.72,22.81,377.29,627.48,31.45,12.49,1.89,34.98
Akanksha Power,,AKANKSHA,INE0PCY01014,Electrical Equipment,Other Electrical Equipment,153.10,51.69,299.78,0.00,2.41,56.96,43.80,66.86,11.00,26.62,0.60,8.41,3.15,13.32,25.74,25.56,8.34,10.18,-12.86,11.90,12.43,16.36,4.30
Alfa Ica (I),530973,,INE042C01010,Industrial Products,Plastic Products - Industrial,77.15,14.36,31.17,0.00,0.77,54.00,29.72,51.71,11.00,7.53,0.67,7.90,2.49,0.00,10.26,9.37,7.41,5.85,12.93,10.69,4.38,23.05,0.00
Alfa Transformer,517546,,INE209C01015,Electrical Equipment,Other Electrical Equipment,35.09,,32.11,0.00,-0.66,-65.00,5.55,13.96,-0.30,36.23,0.55,-7.15,-0.22,0.00,3.34,,11.19,0.87,0.70,7.58,0.37,-8.09,0.00
Alliance Integ.,534064,,INE123D01024,Industrial Products,Iron & Steel Products,3.27,,129.15,0.00,-22.98,-10.96,22.79,42.08,,62.18,,,-0.30,20.00,8.80,0.36,,14.93,33.74,-24.67,6.72,-1.64,0.00
Alpex Solar,,ALPEXSOLAR,INE0R4701017,Electrical Equipment,Other Electrical Equipment,862.65,10.98,2203.47,0.00,39.87,-5.72,503.42,32.37,43.53,7.58,0.96,51.96,9.04,6.47,125.19,276.44,47.48,-115.61,-52.18,40.10,14.12,116.51,174.93
Alphalogic Indu,543937,,INE0NZF01019,Industrial Products,Other Industrial Products,139.05,26.29,141.68,0.00,2.81,157.80,20.17,-11.81,28.54,18.34,0.04,21.30,25.86,0.00,35.78,35.01,18.55,4.39,4.86,23.92,12.71,-27.72,0.00
Aluwind Infra,,ALUWIND,INE0STM01017,Industrial Products,"Aluminium, Copper & Zinc Products",51.05,12.85,126.85,0.00,5.45,-7.00,73.12,14.66,17.08,9.43,0.59,15.20,7.29,0.00,41.33,53.29,19.70,-16.31,-37.57,24.94,11.94,26.71,0.11
Amba Enterprises,539196,,INE829P01020,Electrical Equipment,Other Electrical Equipment,119.25,17.10,150.98,0.63,2.33,38.69,100.68,12.55,22.10,10.86,0.06,17.71,26.96,0.00,21.36,20.24,18.41,7.58,6.58,21.41,3.04,17.84,0.00
Amco India,530133,,INE924B01011,Industrial Products,"Aluminium, Copper & Zinc Products",67.84,19.91,27.88,0.00,0.94,771.43,32.18,23.53,4.67,9.45,0.34,1.80,2.92,0.00,-8.58,10.06,2.73,-0.75,2.14,5.20,2.03,14.82,1.36
AMD Industries,532828,AMDIND,INE005I01014,Industrial Products,Packaging,58.80,30.30,112.70,0.00,9.33,517.88,121.99,40.75,0.64,6.07,0.50,-4.11,1.58,0.00,-6.92,,-1.51,33.04,97.73,2.93,7.99,18.64,0.00
Ameenji Rubber,544555,,INE14QA01016,Industrial Products,Rubber,245.00,43.59,276.36,0.00,1.96,,80.55,,16.91,16.32,1.00,16.57,2.46,0.00,18.50,21.90,26.20,1.64,6.39,23.35,15.64,31.05,5.01
Amerise BioScie,531681,,INE673C01020,Industrial Products,Plastic Products - Industrial,0.81,,5.35,0.00,-0.08,-700.00,0.00,-100.00,0.37,-95.20,0.00,0.37,,0.00,,29.40,-0.74,-1.06,1.84,-0.72,-26.32,-24.00,0.00
Ameya Precision,,AMEYA,INE0KT901015,Industrial Products,Other Industrial Products,146.20,20.16,109.65,0.00,2.71,10.16,20.01,1.68,24.91,11.98,0.01,18.00,94.38,0.00,12.12,43.52,16.19,1.95,14.11,22.33,18.99,4.21,0.00
Amic Forging,544037,,INE0P9J01013,Industrial Products,Castings & Forgings,2384.40,90.34,2753.70,0.00,15.87,23.69,75.20,30.44,25.24,58.75,0.03,18.10,90.13,0.00,6.77,46.42,18.13,8.86,6.92,29.83,32.64,16.96,62.48
Anawil Wire,,ANAWIL,INE1J5V01013,Electrical Equipment,Heavy Electrical Equipment,482.40,32.89,1205.99,0.00,,,,,32.28,21.56,1.43,56.59,8.49,,77.11,92.01,42.94,18.44,36.99,23.59,42.90,82.57,5.85
ANB Metal,,AMCL,INE0VG001016,Industrial Products,"Aluminium, Copper & Zinc Products",347.50,19.16,411.26,0.00,12.97,199.54,137.39,115.08,29.60,13.79,0.50,32.44,10.32,0.00,38.69,126.37,38.40,-39.18,-42.48,29.97,14.51,38.81,5.82
Antarctica,,ANTGRAPHIC,INE414B01021,Industrial Products,Packaging,0.71,10.10,11.01,0.00,0.55,-20.29,40.41,709.82,6.51,9.78,0.54,7.71,,0.00,352.28,145.52,1.00,-4.08,-6.33,0.84,1.27,227.62,0.00
Anubhav Plast,544800,,INE1O7201010,Industrial Products,Iron & Steel Products,40.50,6.42,44.55,0.00,,,,,24.52,5.67,1.75,36.37,3.50,0.00,7.83,109.02,37.50,-1.62,1.57,23.21,12.92,11.30,0.04
Anuroop Packagin,542865,,INE490Z01012,Industrial Products,Packaging,10.00,4.12,11.05,0.00,0.36,-50.00,1.96,-38.75,11.14,3.57,0.34,8.51,3.99,0.00,-10.43,4.93,12.60,1.07,-5.97,15.35,38.56,-21.33,4.86
Apar Inds.,532259,APARINDS,INE372A01015,Electrical Equipment,Other Electrical Equipment,17776.00,61.75,74432.27,0.34,467.45,77.80,6591.06,29.13,31.81,33.10,0.18,20.26,4.40,0.00,16.90,16.29,21.62,967.58,1975.62,36.16,8.90,23.96,539.54
Apcotex Industri,523694,APCOTEXIND,INE116A01032,Industrial Products,Rubber,599.40,19.30,3107.59,1.33,78.94,312.00,525.63,39.88,19.80,11.55,0.16,17.09,22.88,0.00,10.10,-2.37,12.80,203.44,328.37,15.36,16.08,11.17,11.27
APL Apollo Tubes,533758,APLAPOLLO,INE702C01027,Industrial Products,Iron & Steel Products,2214.70,50.03,61493.01,0.38,263.11,10.94,5606.71,8.45,31.75,31.07,0.09,25.41,13.21,0.00,12.60,23.41,22.29,2103.19,4433.78,26.43,7.98,10.44,328.24
Aplab,517096,,INE273A01015,Electrical Equipment,Other Electrical Equipment,73.45,,184.65,0.00,-2.52,-396.47,9.61,-37.80,14.83,102.09,0.94,16.52,0.63,0.00,4.32,2.08,,13.56,15.60,6.96,-2.51,-23.97,0.26
Apollo Micro Sys,540879,APOLLO,INE713T01028,Aerospace & Defense,Aerospace & Defense,395.60,121.17,14700.48,0.06,25.21,45.38,251.29,88.12,14.53,63.23,0.41,11.83,4.63,30.51,44.85,75.96,10.19,-129.76,-195.35,13.45,22.60,69.08,196.29
Apollo Pipes,531761,APOLLOPIPE,INE126J01016,Industrial Products,Plastic Products - Industrial,511.45,,2252.85,0.14,-11.12,-205.28,295.43,7.43,1.23,39.19,0.15,-0.88,-0.10,0.00,,,3.19,35.19,188.52,4.08,4.34,-1.99,89.71
Apollo Techno,544671,,INE0X4A01013,Industrial Manufacturing,Industrial Products,87.05,10.78,119.16,0.00,6.84,-15.74,61.99,24.23,19.27,8.51,0.31,21.34,6.60,0.00,15.45,136.06,34.89,-29.83,-1.09,21.27,12.89,11.34,0.00
Apsis Aerocom,,APSISAERO,INE1OOJ01011,Aerospace & Defense,Aerospace & Defense,611.70,97.77,737.22,0.00,4.24,41.81,16.99,78.47,31.97,60.74,0.09,25.51,39.30,0.00,43.51,94.17,42.78,7.04,12.85,65.34,37.52,49.59,0.00
Apt Packaging,506979,,INE046E01025,Industrial Products,Packaging,66.95,23.06,79.09,0.00,1.82,18100.00,10.74,125.63,9.21,16.65,0.39,24.92,9.39,0.00,16.55,41.64,,1.20,1.17,0.71,16.02,84.20,0.00
ARC Insulation,,ARCIIL,INE0YDV01010,Industrial Products,Other Industrial Products,32.05,17.74,33.00,0.00,1.00,,10.85,,6.51,2.97,0.00,4.36,16.50,0.00,-4.52,-11.02,23.53,-2.42,6.91,40.74,15.00,-36.22,0.00
Arcee Industries,520121,,INE276D01012,Industrial Products,Plastic Products - Industrial,13.53,,6.95,0.00,-0.31,-181.82,0.00,,-13.18,-12.80,0.08,-10.78,,0.00,-83.27,19.41,-11.70,-0.42,-0.51,-13.86,-533.33,50.00,0.00
Arigato Universe,530267,,INE021N01011,Industrial Manufacturing,Industrial Products,32.28,7.45,19.68,0.00,0.40,671.43,4.18,,13.78,6.53,0.00,27.01,3.52,0.00,347.10,256.74,-2.88,-6.44,-13.90,-4.39,6.10,366.29,0.00
Arrow Greentech,516064,ARROWGREEN,INE570D01018,Industrial Products,Packaging,905.80,21.41,1366.67,0.55,27.43,151.19,87.84,111.15,29.62,13.86,0.01,21.17,218.43,0.00,22.61,53.88,28.25,43.04,128.99,39.40,34.96,12.75,1.77
Arrowhead Sepera,544025,,INE0PP401015,Industrial Manufacturing,Industrial Products,75.00,107.92,14.03,0.00,-0.03,90.00,14.32,20.13,3.40,21.93,0.32,0.78,1.47,0.00,2.73,-49.68,6.09,-0.13,-6.24,11.48,3.31,14.62,0.00
Artemis Electri.,542670,AEPL,INE757T01025,Electrical Equipment,Other Electrical Equipment,15.90,45.31,399.15,0.03,1.31,-4.38,16.27,-17.62,12.97,29.52,0.02,9.71,67.33,20.67,11.43,10.82,8.20,13.62,75.47,10.42,16.13,-3.30,55.55
Artson,522134,,INE133D01023,Industrial Manufacturing,Industrial Products,161.65,,596.81,0.00,-0.41,-286.36,26.13,-41.60,-14.60,-91.28,142.13,-429.19,-1.26,0.00,7.57,15.47,,-5.48,11.18,11.06,-5.27,8.73,3.34
Ashirwad Steels,526847,,INE338C01012,Industrial Products,Iron & Steel Products,21.83,13.44,27.29,0.00,0.51,2.00,0.54,35.00,3.25,9.16,0.00,2.40,55.40,0.00,-2.46,68.75,2.68,-4.36,0.45,3.72,34.60,28.11,0.00
Ashish Polyplast,530429,,INE831C01016,Industrial Products,Plastic Products - Industrial,28.86,22.81,9.81,0.00,0.69,76.92,3.43,-8.29,3.79,14.64,0.22,2.21,3.92,0.00,-2.15,-7.58,2.32,0.29,2.62,4.69,3.54,-4.23,0.00
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,159.08,25.09,93441.28,2.20,667.77,0.78,13069.59,11.62,13.63,12.52,4.49,27.43,2.13,40.10,10.59,44.92,27.96,-4894.71,-11024.22,14.30,19.03,16.50,939.63
Associated Coat.,544183,,INE0RIQ01013,Industrial Products,Other Industrial Products,94.00,11.05,12.71,0.00,0.61,-11.59,5.16,37.97,20.27,6.52,0.01,15.75,,0.00,32.02,27.87,25.34,1.29,2.00,44.45,19.73,38.59,0.00
Astra Microwave,532493,ASTRAMICRO,INE386C01029,Aerospace & Defense,Aerospace & Defense,1622.40,81.48,15403.88,0.15,12.35,-24.09,176.66,-11.55,20.28,43.68,0.22,15.99,5.93,0.00,12.55,40.37,15.12,386.73,115.06,19.25,28.51,4.02,9.25
Astral,532830,ASTRAL,INE006I01046,Industrial Products,Plastic Products - Industrial,1399.00,63.44,37584.16,0.29,120.20,48.21,1578.00,15.93,19.22,31.82,0.06,13.85,14.92,0.00,8.39,5.56,15.30,1117.00,2570.00,20.69,16.33,16.79,94.30
Atam Valves,543236,ATAM,INE09KD01013,Industrial Manufacturing,Industrial Products,57.07,35.95,65.42,0.61,0.64,-48.39,12.29,-0.65,8.53,19.15,0.39,6.49,3.33,0.00,-1.40,-31.44,14.66,0.46,-0.54,17.63,8.30,-23.09,0.00
ATC Energies,,ATCENERGY,INE0V0Q01019,Electrical Equipment,Other Electrical Equipment,22.10,,45.06,0.00,-2.09,-137.25,17.85,-38.06,0.63,20.67,0.22,-1.67,0.41,0.00,-2.47,,11.53,-32.79,-17.31,19.04,6.86,-40.10,0.00
Atlanta Electric,544527,ATLANTAELE,INE0Z4F01028,Electrical Equipment,Heavy Electrical Equipment,1625.90,57.28,12502.62,0.00,46.84,50.42,466.33,47.99,45.28,32.07,0.05,31.71,6.40,0.00,28.44,32.32,34.20,184.33,356.22,46.93,18.61,59.03,29.66
Atul Auto,531795,ATULAUTO,INE951D01028,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,448.25,25.78,1243.95,0.67,8.04,168.81,218.43,42.97,11.32,14.48,0.30,9.30,7.93,0.00,17.12,124.67,5.69,39.99,54.95,7.33,10.22,20.18,2.71
ATV Projects,500028,,INE447A01015,Industrial Manufacturing,Industrial Products,21.31,15.79,113.19,0.00,2.03,1.00,20.62,35.12,2.87,17.04,0.17,3.42,119.83,0.00,12.27,24.39,3.46,12.72,25.96,2.81,11.39,10.65,0.00
Auro Impex,,AUROIMPEX,INE0NUL01018,Industrial Products,Electrodes & Refractories,42.95,12.60,52.40,0.00,2.54,15.98,115.35,-16.86,10.06,7.80,0.83,8.44,2.36,0.00,2.53,-11.49,12.19,23.45,2.64,13.07,3.54,-4.91,5.16
Austin Engg Co,522005,AUSTENG,INE759F01012,Industrial Manufacturing,Industrial Products,161.78,13.25,56.30,0.00,0.94,-38.56,32.28,-10.01,10.87,5.45,0.01,7.06,18.15,0.00,4.12,3.73,6.42,6.28,27.84,9.28,5.40,4.23,0.00
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,235.35,8.39,474.47,0.04,28.39,8.94,388.18,43.96,55.94,5.19,0.27,45.36,17.31,0.00,94.22,157.77,45.52,-3.94,15.01,49.99,13.43,59.19,0.00
Avalon Tech,543896,AVALON,INE0LCL01028,Electrical Equipment,Other Electrical Equipment,2328.50,116.57,15573.54,0.00,34.87,145.39,484.41,49.83,19.29,67.89,0.30,16.53,13.45,0.00,19.28,27.99,10.72,57.19,99.54,12.64,11.42,44.38,23.94
Avana Electrosystems,,AVANA,INE1KU201016,Electrical Equipment,Heavy Electrical Equipment,135.00,26.13,305.71,0.00,6.12,,48.11,,38.09,16.13,0.01,28.93,19.34,0.00,43.45,133.42,34.78,7.95,14.63,41.16,19.47,36.38,4.67
Avantel,532406,AVANTEL,INE005B01027,Aerospace & Defense,Aerospace & Defense,155.94,241.38,4144.51,0.13,5.39,66.87,70.42,35.66,9.63,72.57,0.10,5.29,5.25,0.00,13.00,-17.23,19.90,10.05,125.12,31.37,22.74,-3.16,5.94
AVSL Industries,,AVSL,INE522V01011,Industrial Products,Plastic Products - Industrial,119.70,28.36,63.81,0.00,0.90,-32.39,73.32,4.24,9.03,9.74,1.01,5.78,1.78,0.00,14.06,46.88,6.39,6.96,19.50,9.03,6.42,7.88,0.00
Axel Polymers,513642,,INE197C01012,Industrial Products,Plastic Products - Industrial,43.03,,47.34,0.00,0.18,350.00,16.20,38.46,3.49,28.19,1.18,-5.60,0.63,0.00,-18.71,,1.21,-2.62,-2.81,8.11,5.11,-4.14,0.00
AXISCADES Tech.,532395,AXISCADES,INE555B01013,Aerospace & Defense,Aerospace & Defense,1892.10,245.36,8047.76,0.00,-14.76,-597.76,183.35,94.16,15.40,64.03,0.53,11.48,2.88,9.53,12.15,64.26,10.76,-1.36,165.91,14.34,12.71,3.64,53.33
Axtel Industries,523850,AXTEL,INE767C01012,Industrial Manufacturing,Industrial Products,446.10,23.08,720.67,2.69,1.96,3.16,32.31,18.70,29.95,14.98,0.00,20.53,150.25,0.00,7.50,14.99,20.96,70.51,140.41,30.14,18.22,42.07,0.35
Azad Engineering,544061,AZAD,INE02IJ01035,Electrical Equipment,Heavy Electrical Equipment,2728.00,126.76,17617.90,0.00,35.16,20.29,172.60,25.90,11.92,63.74,0.31,9.09,6.23,0.00,33.81,150.34,9.49,-118.97,-72.25,14.97,37.66,28.72,256.68
Azad India,504731,AZADIND,INE566M01017,Industrial Products,Iron & Steel Products,87.03,153.84,473.82,0.00,0.78,1014.29,16.45,113.91,3.20,112.56,0.00,2.46,194.00,0.00,,,0.59,-41.67,-93.95,1.46,3.55,340.79,0.00
B & A Packaging,523186,,INE00FM01013,Industrial Products,Packaging,204.95,13.10,101.66,0.49,2.41,40.12,41.94,20.24,11.04,8.18,0.21,8.24,14.74,0.00,2.64,-5.61,12.18,-0.99,28.47,16.31,8.54,13.58,3.25
B H E L,500103,BHEL,INE257A01026,Electrical Equipment,Heavy Electrical Equipment,418.95,59.97,145881.04,0.33,376.71,182.70,7697.72,40.29,9.14,33.13,0.31,6.23,5.55,0.00,13.08,36.04,3.18,5837.38,4316.95,5.79,9.40,27.00,495.05
B. D. Industries,544468,,INE1LJ801017,Industrial Products,Plastic Products - Industrial,116.45,17.31,165.48,0.00,5.09,,52.82,,23.90,9.57,0.24,20.59,6.68,0.00,22.60,86.24,26.97,-11.39,-2.63,34.72,17.65,22.17,6.61
B.C. Power,537766,BCP,INE905P01028,Industrial Products,Cables - Electricals,1.76,17.54,12.28,0.00,0.08,-27.27,49.42,192.25,2.61,7.40,0.02,1.75,10.50,0.00,1.31,4.48,1.82,18.47,-66.42,3.80,-0.86,40.16,0.00
B&B Triplewall,543668,BBTCL,INE01EE01011,Industrial Products,Packaging,229.02,13.22,469.75,0.44,15.11,511.74,177.71,19.04,14.48,6.52,1.66,18.19,3.40,0.00,21.85,8.60,10.56,29.76,109.50,9.91,16.56,21.00,0.28
Baheti Recycling,,BAHETI,INE029Q01017,Industrial Products,"Aluminium, Copper & Zinc Products",761.40,29.44,795.43,0.00,17.79,61.87,409.72,53.38,21.55,16.69,2.47,35.37,2.66,0.00,26.48,72.33,31.64,-35.68,-69.29,19.66,8.42,38.15,5.58
Bajaj Steel Inds,507944,BAJAJST,INE704G01024,Industrial Manufacturing,Industrial Products,347.25,24.70,722.28,0.29,-0.27,-103.65,120.35,11.92,11.74,10.54,0.15,9.11,8.76,0.00,-1.56,-14.74,13.82,78.21,185.69,18.89,9.80,-2.59,27.06
Bajel Projects,544042,BAJEL,INE0KQN01018,Electrical Equipment,Heavy Electrical Equipment,173.14,74.25,2003.18,0.35,4.73,59.80,566.88,-6.71,10.96,18.49,0.49,4.10,1.64,2.55,,,2.83,21.09,285.59,11.25,3.43,2.11,6.98
Balu Forge,531112,BALUFORGE,INE011E01029,Industrial Products,Castings & Forgings,506.80,22.96,6152.14,0.03,66.09,15.89,300.71,28.95,22.72,17.90,0.10,19.56,17.83,1.37,50.22,88.04,22.23,31.70,147.97,27.96,26.56,19.70,277.31
Bansal Roofing,538546,,INE319Q01012,Industrial Products,Iron & Steel Products,167.10,19.70,220.29,1.20,2.66,31.68,45.89,26.77,34.40,13.10,0.07,28.04,101.53,0.00,18.28,36.30,20.93,7.61,17.83,24.66,10.27,50.75,1.78
Bansal Wire Inds,544209,BANSALWIRE,INE0B9K01025,Industrial Products,Iron & Steel Products,321.40,34.83,5031.71,0.00,20.46,-47.89,1167.89,24.37,13.79,18.25,0.39,12.09,4.11,0.00,19.92,39.64,14.88,333.08,-360.94,14.93,6.71,20.92,213.65
Barflex Polyfilm,,BARFLEX,INE0QX401014,Industrial Products,Packaging,54.35,47.20,134.51,0.00,0.84,-79.16,65.22,34.14,5.82,21.39,0.21,3.05,6.80,0.00,,,,4.55,,5.82,5.44,21.67,15.17
Baroda Extrusion,513502,,INE927K01023,Industrial Products,"Aluminium, Copper & Zinc Products",9.73,20.81,189.13,0.00,2.64,200.00,47.91,25.88,56.16,14.74,0.22,281.45,23.21,0.00,11.94,60.73,,-17.07,-4.78,24.66,6.13,17.26,0.00
Batliboi,522004,BATLIBOI,INE177C01022,Industrial Manufacturing,Industrial Products,83.59,26.58,394.77,0.72,0.49,140.31,125.29,80.17,6.77,13.78,0.37,4.02,4.21,0.00,20.16,-4.62,6.14,22.57,31.55,9.09,5.23,27.77,0.92
Beardsell,,BEARDSELL,INE520H01022,Industrial Products,Other Industrial Products,24.47,8.94,96.50,0.41,2.26,-22.07,72.20,9.96,16.72,4.25,0.24,13.20,5.83,0.00,5.84,10.59,12.91,26.34,60.85,16.54,8.15,2.63,0.59
Bedmutha Indus.,533270,BEDMUTHA,INE844K01012,Industrial Products,Iron & Steel Products,110.71,21.36,357.19,0.00,6.92,309.70,541.43,74.32,13.99,6.38,1.37,4.38,1.40,94.99,28.78,-19.67,12.99,158.38,341.19,15.50,3.91,51.93,105.39
Beekay Steel Ind,539018,BEEKAY,INE213D01015,Industrial Products,Iron & Steel Products,430.15,18.77,820.38,0.23,38.07,22.14,374.71,32.48,4.18,8.68,0.32,1.40,3.33,0.00,1.36,-47.19,5.47,145.76,421.90,7.31,9.28,13.81,69.32
Behari Lal Engg.,544870,BLEL,INE1EEM01017,Industrial Products,Iron & Steel Products,456.75,28.23,1932.17,0.00,19.19,24.45,151.67,18.03,30.89,18.75,0.06,23.62,47.58,0.00,4.86,30.96,23.56,27.54,126.57,28.31,16.76,5.12,4.05
Belding India,513307,,INE363L01045,Industrial Products,"Aluminium, Copper & Zinc Products",1020.20,,1477.13,0.00,-4.13,,0.22,,0.53,379.27,0.04,-1.14,-0.10,0.00,,,,13.75,,0.53,-1832.00,,195.89
Bemco Hydraulics,522650,,INE142E01022,Industrial Manufacturing,Industrial Products,100.70,27.27,440.40,0.10,2.72,88.89,15.58,33.05,23.30,17.27,0.21,18.51,10.88,0.00,26.10,54.37,18.02,16.35,40.16,22.11,23.73,3.50,1.21
BEML Ltd,500048,BEML,INE258A01024,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,2036.50,95.05,16961.80,0.84,-27.01,57.87,819.62,29.28,7.66,46.24,0.11,4.78,5.77,0.00,3.72,-2.55,8.62,118.23,674.89,12.82,7.72,12.78,297.53
Benara Bearings,541178,,INE495Z01011,Industrial Manufacturing,Industrial Products,8.97,,15.88,0.00,-9.81,-74.56,1.42,-75.89,-36.70,-5.01,,,-49.00,0.00,-43.97,-63.04,,-1.76,-3.04,-22.32,-468.79,-68.32,0.00
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,67.65,23.40,88.44,0.00,-2.44,-139.80,98.44,18.23,4.43,14.61,0.44,2.71,2.30,0.00,20.66,-19.77,10.07,27.65,-11.50,13.13,5.17,38.09,0.26
Bhadora Indust.,,BHADORA,INE0ZRC01017,Industrial Products,Cables - Electricals,126.70,24.47,235.66,0.00,6.38,-5.78,78.01,21.25,23.70,14.80,0.22,18.77,6.11,0.00,89.22,276.81,33.24,-26.60,-20.27,42.98,13.04,13.46,20.01
Bharat Bijlee,503960,BBL,INE464A01036,Electrical Equipment,Heavy Electrical Equipment,2162.90,21.86,2444.75,1.62,19.63,-29.59,547.17,17.70,8.37,12.91,0.15,6.05,7.51,0.00,17.03,13.03,6.95,-92.50,323.86,9.54,6.50,18.29,82.58
Bharat Dynamics,541143,BDL,INE171Z01026,Aerospace & Defense,Aerospace & Defense,1140.00,80.24,41788.13,0.43,118.79,547.36,572.24,130.81,13.86,46.81,0.00,10.19,214.31,0.00,-0.64,6.08,13.92,604.00,1183.11,19.25,12.72,-18.69,298.70
Bharat Electron,500049,BEL,INE263A01024,Aerospace & Defense,Aerospace & Defense,393.55,46.80,287676.35,0.64,1054.53,8.70,5546.98,24.94,36.44,31.83,0.00,27.45,1267.64,0.00,15.90,26.52,27.69,1541.37,6765.13,36.65,28.55,19.83,731.16
Bharat Wire,539799,BHARATWIRE,INE316L01019,Industrial Products,Iron & Steel Products,164.97,16.43,1134.71,0.00,12.23,-21.65,130.39,-7.95,12.31,12.36,1.07,18.51,10.24,51.00,0.08,5.15,25.78,97.69,255.95,14.80,21.78,-7.68,4.23
Birla Precision,522105,BIRLAPREC,INE372E01025,Industrial Manufacturing,Industrial Products,55.03,25.62,376.34,0.09,5.77,112.92,58.90,1.24,9.41,13.99,0.30,6.66,5.00,0.32,-2.01,-2.14,6.01,34.48,47.01,9.46,5.70,9.21,3.91
Bloom Industries,513422,,INE373E01015,Industrial Products,Iron & Steel Products,30.00,16.46,19.92,0.00,0.20,53.85,3.35,-39.64,2.78,13.22,0.48,-2.92,3.44,0.00,1.63,,0.77,-1.27,8.45,6.49,4.61,-44.64,0.00
BMW Industries,542669,,INE374E01021,Industrial Products,Iron & Steel Products,51.86,13.73,1167.30,0.83,19.04,25.79,166.00,11.64,12.35,8.12,0.46,10.57,6.54,0.00,5.76,16.36,10.40,83.17,459.56,12.94,24.48,13.07,195.83
Bombay Wire,504648,,INE089T01023,Industrial Products,Iron & Steel Products,41.70,7.68,22.27,0.00,2.95,14850.00,0.00,,-0.90,5.29,0.00,-1.03,,0.00,,20.68,-7.45,-0.68,-2.66,-4.74,,,0.00
Borosil Renew.,502219,BORORENEW,INE666D01022,Industrial Products,Glass - Industrial,455.15,16.68,6699.07,0.00,87.71,156.91,405.69,22.10,26.62,12.59,0.11,27.74,36.98,0.00,30.69,60.57,12.00,424.51,703.22,10.91,31.67,33.98,107.89
Borosil Scienti.,544184,BOROSCI,INE02L001032,Industrial Products,Glass - Industrial,115.55,23.11,1027.83,0.00,4.35,93.97,106.75,11.22,12.06,13.62,0.02,9.51,55.83,0.00,,,7.61,43.27,193.30,11.19,13.76,11.22,8.81
Boss Packaging,,BOSS,INE0QNI01012,Industrial Manufacturing,Industrial Products,57.20,15.32,25.43,0.00,0.81,-12.90,10.04,1.62,15.72,8.39,0.00,11.28,78.00,0.00,24.79,18.01,15.48,3.74,-1.66,26.60,13.79,30.50,0.00
